model,id,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length
gpt_one_example,1_0,0.3717997834506294,"[0.9175257731958762, 0.7291666666666666, 0.5894736842105263, 0.46808510638297873]",0.5672187147811254,0.6381578947368421,97.0,152.0
gpt_one_example,1_2,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_3,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,27.0,27.0
gpt_one_example,1_4,0.21363152815199038,"[0.625, 0.3333333333333333, 0.21428571428571427, 0.07692307692307693]",0.8824969025845955,0.8888888888888888,16.0,18.0
gpt_one_example,1_5,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,1_6,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_7,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_8,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_9,0.25067269864739034,"[0.6666666666666666, 0.35, 0.2631578947368421, 0.16666666666666666]",0.788127627745311,0.8076923076923077,21.0,26.0
gpt_one_example,1_10,0.0,"[0.47368421052631576, 0.05555555555555555, 0.0, 0.0]",1.0,1.0,19.0,19.0
gpt_one_example,1_11,0.0,"[0.45, 0.15789473684210525, 0.05555555555555555, 0.0]",0.9048374180359595,0.9090909090909091,20.0,22.0
gpt_one_example,1_12,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,1_13,0.0,"[0.5, 0.21739130434782608, 0.045454545454545456, 0.0]",0.846481724890614,0.8571428571428571,24.0,28.0
gpt_one_example,2_0,0.32673576193394,"[0.9101123595505618, 0.75, 0.6091954022988506, 0.46511627906976744]",0.4926948960943648,0.5855263157894737,89.0,152.0
gpt_one_example,2_1,0.0,"[1.0, 0.0, 0.0, 0.0]",0.36787944117144233,0.5,1.0,2.0
gpt_one_example,2_2,0.0,"[0.5, 0.14285714285714285, 0.0, 0.0]",0.7613003866968737,0.7857142857142857,22.0,28.0
gpt_one_example,2_3,0.0,"[0.5555555555555556, 0.29411764705882354, 0.125, 0.0]",0.7574651283969664,0.782608695652174,18.0,23.0
gpt_one_example,2_4,0.0,"[0.55, 0.2631578947368421, 0.1111111111111111, 0.0]",1.0,1.0,20.0,20.0
gpt_one_example,2_5,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,2_6,0.1802210474963418,"[0.65, 0.3684210526315789, 0.16666666666666666, 0.058823529411764705]",0.8187307530779819,0.8333333333333334,20.0,24.0
gpt_one_example,2_7,0.3638074228571147,"[0.8125, 0.5333333333333333, 0.35714285714285715, 0.3076923076923077]",0.7788007830714049,0.8,16.0,20.0
gpt_one_example,2_8,0.18438513883517713,"[0.6666666666666666, 0.35, 0.15789473684210525, 0.05555555555555555]",0.8668778997501817,0.875,21.0,24.0
gpt_one_example,2_9,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,2_10,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,2_11,0.0,"[0.4117647058823529, 0.0625, 0.0, 0.0]",0.7451888170134805,0.7727272727272727,17.0,22.0
gpt_one_example,2_12,0.0,"[0.6666666666666666, 0.23529411764705882, 0.125, 0.0]",0.846481724890614,0.8571428571428571,18.0,21.0
gpt_one_example,2_13,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,2_14,0.0,"[0.2631578947368421, 0.05555555555555555, 0.0, 0.0]",0.729212952525235,0.76,19.0,25.0
gpt_one_example,3_0,0.1690856006976485,"[0.9305555555555556, 0.6338028169014085, 0.42857142857142855, 0.2753623188405797]",0.32919298780790557,0.47368421052631576,72.0,152.0
gpt_one_example,3_1,0.21233470585998823,"[0.5217391304347826, 0.2727272727272727, 0.14285714285714285, 0.1]",1.0,1.0454545454545454,23.0,22.0
gpt_one_example,3_2,0.13872638167626056,"[0.48148148148148145, 0.23076923076923078, 0.08, 0.041666666666666664]",1.0,1.125,27.0,24.0
gpt_one_example,3_3,0.2234282338708307,"[0.55, 0.3157894736842105, 0.2222222222222222, 0.11764705882352941]",0.8607079764250577,0.8695652173913043,20.0,23.0
gpt_one_example,3_4,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,3_5,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,3_6,0.24329268691415304,"[0.8125, 0.5333333333333333, 0.2857142857142857, 0.07692307692307693]",0.7788007830714049,0.8,16.0,20.0
gpt_one_example,3_7,0.18529727514179387,"[0.41379310344827586, 0.25, 0.14814814814814814, 0.07692307692307693]",1.0,1.0,29.0,29.0
gpt_one_example,3_8,0.19908618433389177,"[0.6190476190476191, 0.35, 0.15789473684210525, 0.05555555555555555]",0.9534969548334766,0.9545454545454546,21.0,22.0
gpt_one_example,3_9,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,3_10,0.1319886047791133,"[0.5294117647058824, 0.3125, 0.13333333333333333, 0.07142857142857142]",0.6624801353939264,0.7083333333333334,17.0,24.0
gpt_one_example,3_11,0.0,"[0.25, 0.06666666666666667, 0.0, 0.0]",0.8824969025845955,0.8888888888888888,16.0,18.0
gpt_one_example,3_12,0.0,"[0.25, 0.09090909090909091, 0.0, 0.0]",0.513417119032592,0.6,12.0,20.0
gpt_one_example,3_13,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,4_0,0.3206974105347899,"[0.896551724137931, 0.5478260869565217, 0.3508771929824561, 0.21238938053097345]",0.7331940870813974,0.7631578947368421,116.0,152.0
gpt_one_example,4_1,0.0,"[0.8333333333333334, 0.6, 0.25, 0.0]",1.0,1.0,6.0,6.0
gpt_one_example,4_2,0.16626154667828857,"[0.5789473684210527, 0.2777777777777778, 0.17647058823529413, 0.0625]",0.8101577349324267,0.8260869565217391,19.0,23.0
gpt_one_example,4_3,0.40398643103086623,"[0.7619047619047619, 0.5, 0.3684210526315789, 0.2777777777777778]",0.909156442876713,0.9130434782608695,21.0,23.0
gpt_one_example,4_4,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,4_5,0.0,"[0.8333333333333334, 0.6, 0.25, 0.0]",1.0,1.0,6.0,6.0
gpt_one_example,4_6,0.22718122243874941,"[0.5833333333333334, 0.34782608695652173, 0.22727272727272727, 0.09523809523809523]",0.8824969025845955,0.8888888888888888,24.0,27.0
gpt_one_example,4_7,0.25575281675539263,"[0.8181818181818182, 0.6, 0.4444444444444444, 0.25]",0.5292133415000504,0.6111111111111112,11.0,18.0
gpt_one_example,4_8,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,4_9,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,4_10,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,4_11,0.21925949220377514,"[0.5789473684210527, 0.3888888888888889, 0.23529411764705882, 0.125]",0.7686205265937356,0.7916666666666666,19.0,24.0
gpt_one_example,4_12,0.14674393455180845,"[0.6, 0.2631578947368421, 0.1111111111111111, 0.058823529411764705]",0.8187307530779819,0.8333333333333334,20.0,24.0
gpt_one_example,4_13,0.5647181220077593,"[1.0, 1.0, 1.0, 1.0]",0.5647181220077593,0.6363636363636364,7.0,11.0
gpt_one_example,5_0,0.36025884302718203,"[0.6933333333333334, 0.47651006711409394, 0.30405405405405406, 0.17687074829931973]",0.9867551618071956,0.9868421052631579,150.0,152.0
gpt_one_example,5_1,0.0,"[1.0, 0.0, 0.0, 0.0]",1.0,1.0,1.0,1.0
gpt_one_example,5_2,0.0,"[0.5833333333333334, 0.30434782608695654, 0.09090909090909091, 0.0]",0.7788007830714049,0.8,24.0,30.0
gpt_one_example,5_3,0.09860232290604325,"[0.5555555555555556, 0.23529411764705882, 0.125, 0.06666666666666667]",0.5427474811642219,0.6206896551724138,18.0,29.0
gpt_one_example,5_4,0.0,"[0.5, 0.13333333333333333, 0.0, 0.0]",0.645648526427892,0.6956521739130435,16.0,23.0
gpt_one_example,5_5,0.1665262071675369,"[0.6111111111111112, 0.29411764705882354, 0.125, 0.06666666666666667]",0.846481724890614,0.8571428571428571,18.0,21.0
gpt_one_example,5_6,0.18471706734883164,"[0.5789473684210527, 0.2777777777777778, 0.17647058823529413, 0.0625]",0.9000876262522594,0.9047619047619048,19.0,21.0
gpt_one_example,5_7,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,5_8,0.1998267469611704,"[0.75, 0.4782608695652174, 0.18181818181818182, 0.047619047619047616]",0.846481724890614,0.8571428571428571,24.0,28.0
gpt_one_example,5_9,0.20870371467330825,"[0.48, 0.25, 0.17391304347826086, 0.09090909090909091]",1.0,1.0,25.0,25.0
gpt_one_example,5_10,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,5_11,0.21876733913459198,"[0.7142857142857143, 0.46153846153846156, 0.3333333333333333, 0.2727272727272727]",0.5257880244257798,0.6086956521739131,14.0,23.0
gpt_one_example,5_12,0.2981792160679168,"[0.6086956521739131, 0.36363636363636365, 0.23809523809523808, 0.15]",1.0,1.0,23.0,23.0
gpt_one_example,5_13,0.0,"[0.4117647058823529, 0.25, 0.06666666666666667, 0.0]",0.9428731438548749,0.9444444444444444,17.0,18.0
gpt_one_example,5_14,0.28745184351573544,"[0.625, 0.391304347826087, 0.2727272727272727, 0.14285714285714285]",0.9200444146293233,0.9230769230769231,24.0,26.0
gpt_one_example,6_0,0.359665050862159,"[0.9042553191489362, 0.7419354838709677, 0.6086956521739131, 0.4835164835164835]",0.5395492141873537,0.618421052631579,94.0,152.0
gpt_one_example,6_1,0.0,"[0.0, 0.0, 0.0, 0.0]",1.0,1.0,1.0,1.0
gpt_one_example,6_2,0.4110433074789492,"[0.5416666666666666, 0.43478260869565216, 0.36363636363636365, 0.3333333333333333]",1.0,1.1428571428571428,24.0,21.0
gpt_one_example,6_3,0.0,"[0.4583333333333333, 0.21739130434782608, 0.045454545454545456, 0.0]",1.0,1.1428571428571428,24.0,21.0
gpt_one_example,6_4,0.0,"[0.38461538461538464, 0.0, 0.0, 0.0]",0.925961078642316,0.9285714285714286,13.0,14.0
gpt_one_example,6_5,0.0,"[0.3333333333333333, 0.14285714285714285, 0.07692307692307693, 0.0]",0.8751733190429475,0.8823529411764706,15.0,17.0
gpt_one_example,6_6,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,6_7,0.3033411650002925,"[0.7894736842105263, 0.4444444444444444, 0.29411764705882354, 0.125]",0.9000876262522594,0.9047619047619048,19.0,21.0
gpt_one_example,6_8,0.0,"[0.8571428571428571, 0.6666666666666666, 0.4, 0.0]",1.0,1.0,7.0,7.0
gpt_one_example,6_9,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,8.0,8.0
gpt_one_example,6_10,0.37109431974872065,"[0.6842105263157895, 0.5, 0.4117647058823529, 0.3125]",0.8101577349324267,0.8260869565217391,19.0,23.0
gpt_one_example,6_11,0.0,"[0.5882352941176471, 0.25, 0.0, 0.0]",0.8890097654027757,0.8947368421052632,17.0,19.0
gpt_one_example,6_12,0.19433831559151135,"[0.625, 0.26666666666666666, 0.14285714285714285, 0.07692307692307693]",0.9394130628134758,0.9411764705882353,16.0,17.0
gpt_one_example,6_13,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,6_14,0.0,"[0.3, 0.05263157894736842, 0.0, 0.0]",0.951229424500714,0.9523809523809523,20.0,21.0
gpt_one_example,7_0,0.17485579583463934,"[0.9090909090909091, 0.6052631578947368, 0.38666666666666666, 0.21621621621621623]",0.3775599276970476,0.506578947368421,77.0,152.0
gpt_one_example,7_1,0.0,"[0.8333333333333334, 0.6, 0.25, 0.0]",1.0,1.0,6.0,6.0
gpt_one_example,7_2,0.0,"[0.36363636363636365, 0.09523809523809523, 0.0, 0.0]",0.7967034698934615,0.8148148148148148,22.0,27.0
gpt_one_example,7_3,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,7_4,0.25717805764926893,"[0.5454545454545454, 0.38095238095238093, 0.2, 0.10526315789473684]",1.0,1.0,22.0,22.0
gpt_one_example,7_5,0.0,"[0.7142857142857143, 0.3333333333333333, 0.2, 0.0]",1.0,1.0,7.0,7.0
gpt_one_example,7_6,0.5946035575013605,"[0.875, 0.7142857142857143, 0.5, 0.4]",1.0,1.0,8.0,8.0
gpt_one_example,7_7,0.537284965911771,"[0.8333333333333334, 0.6, 0.5, 0.3333333333333333]",1.0,1.0,6.0,6.0
gpt_one_example,7_8,0.0,"[0.4117647058823529, 0.25, 0.06666666666666667, 0.0]",0.7903383629814982,0.8095238095238095,17.0,21.0
gpt_one_example,7_9,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,7_10,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,7_11,0.6434588841607617,"[0.8571428571428571, 0.6666666666666666, 0.6, 0.5]",1.0,1.0,7.0,7.0
gpt_one_example,7_12,0.0,"[0.5, 0.19047619047619047, 0.0, 0.0]",0.7967034698934615,0.8148148148148148,22.0,27.0
gpt_one_example,7_13,0.0,"[0.3684210526315789, 0.16666666666666666, 0.058823529411764705, 0.0]",1.0,1.0555555555555556,19.0,18.0
gpt_one_example,8_0,0.09656001694182732,"[0.925, 0.43037974683544306, 0.20512820512820512, 0.03896103896103896]",0.40656965974059905,0.5263157894736842,80.0,152.0
gpt_one_example,8_1,0.0,"[0.7142857142857143, 0.5, 0.2, 0.0]",1.0,1.1666666666666667,7.0,6.0
gpt_one_example,8_2,0.15379674654754452,"[0.6666666666666666, 0.3, 0.15789473684210525, 0.05555555555555555]",0.751477293075286,0.7777777777777778,21.0,27.0
gpt_one_example,8_3,0.31560218247855587,"[0.6666666666666666, 0.4782608695652174, 0.3181818181818182, 0.19047619047619047]",0.846481724890614,0.8571428571428571,24.0,28.0
gpt_one_example,8_4,0.0,"[0.45454545454545453, 0.047619047619047616, 0.0, 0.0]",0.9555630362682843,0.9565217391304348,22.0,23.0
gpt_one_example,8_5,0.0,"[0.38095238095238093, 0.1, 0.0, 0.0]",0.6832104226749482,0.7241379310344828,21.0,29.0
gpt_one_example,8_6,0.0,"[0.14285714285714285, 0.0, 0.0, 0.0]",0.5647181220077593,0.6363636363636364,14.0,22.0
gpt_one_example,8_7,0.33932908025428205,"[0.5714285714285714, 0.4, 0.3157894736842105, 0.2222222222222222]",0.9534969548334766,0.9545454545454546,21.0,22.0
gpt_one_example,8_8,0.0,"[0.4782608695652174, 0.18181818181818182, 0.047619047619047616, 0.0]",0.8403699701308981,0.8518518518518519,23.0,27.0
gpt_one_example,8_9,0.22347542560104858,"[0.6470588235294118, 0.4375, 0.2, 0.14285714285714285]",0.7451888170134805,0.7727272727272727,17.0,22.0
gpt_one_example,8_10,0.4666756931662376,"[0.6666666666666666, 0.5217391304347826, 0.4090909090909091, 0.3333333333333333]",1.0,1.0,24.0,24.0
gpt_one_example,8_11,0.22354445094404488,"[0.5384615384615384, 0.32, 0.16666666666666666, 0.08695652173913043]",1.0,1.1818181818181819,26.0,22.0
gpt_one_example,8_12,0.5647181220077593,"[1.0, 1.0, 1.0, 1.0]",0.5647181220077593,0.6363636363636364,7.0,11.0
gpt_one_example,8_13,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,8.0,8.0
gpt_one_example,9_0,0.11463354288060178,"[0.8762886597938144, 0.3541666666666667, 0.12631578947368421, 0.0425531914893617]",0.5672187147811254,0.6381578947368421,97.0,152.0
gpt_one_example,9_1,0.0,"[0.8333333333333334, 0.4, 0.25, 0.0]",0.846481724890614,0.8571428571428571,6.0,7.0
gpt_one_example,9_2,0.30183854130936943,"[0.56, 0.375, 0.21739130434782608, 0.18181818181818182]",1.0,1.0869565217391304,25.0,23.0
gpt_one_example,9_3,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,9_4,0.0,"[0.8571428571428571, 0.6666666666666666, 0.4, 0.0]",1.0,1.0,7.0,7.0
gpt_one_example,9_5,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,9_6,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,9_7,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,9_8,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,9_9,0.21911241193468112,"[0.6842105263157895, 0.3333333333333333, 0.23529411764705882, 0.1875]",0.6918258252705171,0.7307692307692307,19.0,26.0
gpt_one_example,9_10,0.0,"[0.46153846153846156, 0.25, 0.09090909090909091, 0.0]",0.6807123983233854,0.7222222222222222,13.0,18.0
gpt_one_example,9_11,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,9_12,0.159839401898584,"[0.6666666666666666, 0.35, 0.15789473684210525, 0.05555555555555555]",0.751477293075286,0.7777777777777778,21.0,27.0
gpt_one_example,9_13,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,10_0,0.10013290442516923,"[0.8444444444444444, 0.3258426966292135, 0.125, 0.04597701149425287]",0.5021336855390236,0.5921052631578947,90.0,152.0
gpt_one_example,10_1,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,10_2,0.0,"[0.5769230769230769, 0.12, 0.041666666666666664, 0.0]",0.8574039191604413,0.8666666666666667,26.0,30.0
gpt_one_example,10_3,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,10_4,0.26512298021756175,"[0.5, 0.30434782608695654, 0.22727272727272727, 0.14285714285714285]",1.0,1.0,24.0,24.0
gpt_one_example,10_5,0.0,"[0.8333333333333334, 0.6, 0.25, 0.0]",1.0,1.0,6.0,6.0
gpt_one_example,10_6,0.39300351892306934,"[0.6818181818181818, 0.5238095238095238, 0.45, 0.3684210526315789]",0.7967034698934615,0.8148148148148148,22.0,27.0
gpt_one_example,10_7,0.1141744409282599,"[0.4, 0.21428571428571427, 0.15384615384615385, 0.08333333333333333]",0.6270890852730561,0.6818181818181818,15.0,22.0
gpt_one_example,10_8,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,10_9,0.6434588841607617,"[0.8571428571428571, 0.6666666666666666, 0.6, 0.5]",1.0,1.1666666666666667,7.0,6.0
gpt_one_example,10_10,0.13920127493549467,"[0.6470588235294118, 0.25, 0.13333333333333333, 0.07142857142857142]",0.7026185226629954,0.7391304347826086,17.0,23.0
gpt_one_example,10_11,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,10_12,0.13114645124763522,"[0.5333333333333333, 0.21428571428571427, 0.15384615384615385, 0.08333333333333333]",0.6703200460356393,0.7142857142857143,15.0,21.0
gpt_one_example,10_13,0.0,"[0.6428571428571429, 0.38461538461538464, 0.16666666666666666, 0.0]",0.6065306597126334,0.6666666666666666,14.0,21.0
gpt_one_example,11_0,0.10721083058622011,"[0.8850574712643678, 0.4069767441860465, 0.15294117647058825, 0.047619047619047616]",0.47372588001362376,0.5723684210526315,87.0,152.0
gpt_one_example,11_1,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,11_2,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,11_3,0.0,"[0.6666666666666666, 0.2857142857142857, 0.15384615384615385, 0.0]",0.6703200460356393,0.7142857142857143,15.0,21.0
gpt_one_example,11_4,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,11_5,0.0,"[0.5, 0.13333333333333333, 0.0, 0.0]",0.6872892787909722,0.7272727272727273,16.0,22.0
gpt_one_example,11_6,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,11_7,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,11_8,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,11_9,0.6731821382417487,"[1.0, 0.8, 0.75, 0.6666666666666666]",0.846481724890614,0.8571428571428571,6.0,7.0
gpt_one_example,11_10,0.0,"[0.8333333333333334, 0.6, 0.25, 0.0]",1.0,1.0,6.0,6.0
gpt_one_example,11_11,0.0,"[0.4117647058823529, 0.125, 0.0, 0.0]",0.6624801353939264,0.7083333333333334,17.0,24.0
gpt_one_example,11_12,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,11_13,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,12_0,0.15505267033085365,"[0.9166666666666666, 0.47368421052631576, 0.2127659574468085, 0.06451612903225806]",0.558035145770047,0.631578947368421,96.0,152.0
gpt_one_example,12_1,0.0,"[0.6, 0.21428571428571427, 0.07692307692307693, 0.0]",0.4493289641172217,0.5555555555555556,15.0,27.0
gpt_one_example,12_2,0.0,"[0.3, 0.0, 0.0, 0.0]",0.36787944117144233,0.5,10.0,20.0
gpt_one_example,12_3,0.6434588841607617,"[0.8571428571428571, 0.6666666666666666, 0.6, 0.5]",1.0,1.1666666666666667,7.0,6.0
gpt_one_example,12_4,0.0,"[0.6666666666666666, 0.4, 0.25, 0.0]",1.0,1.2,6.0,5.0
gpt_one_example,12_5,0.0,"[0.625, 0.2857142857142857, 0.0, 0.0]",1.0,1.3333333333333333,8.0,6.0
gpt_one_example,12_6,0.1764309628429566,"[0.5238095238095238, 0.3, 0.21052631578947367, 0.1111111111111111]",0.7165313105737893,0.75,21.0,28.0
gpt_one_example,12_7,0.0,"[0.56, 0.16666666666666666, 0.0, 0.0]",0.8869204367171576,0.8928571428571429,25.0,28.0
gpt_one_example,12_8,0.0,"[0.625, 0.26666666666666666, 0.0, 0.0]",0.6065306597126334,0.6666666666666666,16.0,24.0
gpt_one_example,12_9,0.0,"[0.4166666666666667, 0.18181818181818182, 0.1, 0.0]",0.43459820850707814,0.5454545454545454,12.0,22.0
gpt_one_example,12_10,0.6434588841607617,"[0.8571428571428571, 0.6666666666666666, 0.6, 0.5]",1.0,1.0,7.0,7.0
gpt_one_example,12_11,0.6434588841607617,"[0.8571428571428571, 0.6666666666666666, 0.6, 0.5]",1.0,1.0,7.0,7.0
gpt_one_example,12_12,0.0,"[0.6666666666666666, 0.23529411764705882, 0.0625, 0.0]",0.6778095780054504,0.72,18.0,25.0
gpt_one_example,12_13,0.0,"[0.4117647058823529, 0.1875, 0.0, 0.0]",0.6624801353939264,0.7083333333333334,17.0,24.0
gpt_one_example,13_0,0.22162190494298475,"[0.8901098901098901, 0.5555555555555556, 0.34831460674157305, 0.20454545454545456]",0.5115399104548436,0.5986842105263158,91.0,152.0
gpt_one_example,13_1,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,13_2,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,8.0,8.0
gpt_one_example,13_3,0.0,"[0.2631578947368421, 0.05555555555555555, 0.0, 0.0]",0.729212952525235,0.76,19.0,25.0
gpt_one_example,13_4,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,13_5,0.0,"[0.5454545454545454, 0.2857142857142857, 0.1, 0.0]",0.9131007162822622,0.9166666666666666,22.0,24.0
gpt_one_example,13_6,0.0,"[0.35714285714285715, 0.07692307692307693, 0.0, 0.0]",0.6514390575310556,0.7,14.0,20.0
gpt_one_example,13_7,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,13_8,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,8.0,8.0
gpt_one_example,13_9,0.0,"[0.5652173913043478, 0.2727272727272727, 0.047619047619047616, 0.0]",0.9167169520254864,0.92,23.0,25.0
